date_time,東ｷｬﾝﾊﾟｽ受電電力量,西ｷｬﾝﾊﾟｽ受電電力量,中地区方面電力量,西地区方面電力量,北地区方面電力量,6号館方面電力量 ,16号館方面電力量,2号館電力量 ,1号館電力量 ,5号館電力量 ,3･7･8号館電力量 ,19･20号館電力量 ,10号館電力量,ｷｬﾝﾊﾟｽﾌﾟﾗｻﾞ･15号館電力量,33号館電力量,17･11号館電力量 ,30･31号館電力量 ,32号館電力量,第一学生ﾎｰﾙ･9号館電力量 ,図書館電力量,図書館新館電力量,21号館電力量,22号館(東)電力量,24号館(総合情報ｾﾝﾀｰ)電力量,23号館(ﾘｻｰﾁｾﾝﾀｰ)電力量,ﾒﾓﾘｱﾙﾎｰﾙ電力量,体育･文化ｾﾝﾀｰ電力量 ,5号館屋外電力量 ,図書館(空調)電力量,22号館(西)電力量,25号館方面電力量,ｸﾞﾗｳﾝﾄﾞ方面電力量 ,70号館方面電力量,50号館方面電力量,50･51号館電力量 ,53号館(地上)電力量,52号館電力量,ﾌﾛﾝﾃｨｱ研究棟電力量,高電圧実験室電力量,体育館電力量,ｸﾞﾗｳﾝﾄﾞ電力量 ,29号館(ｸﾗﾌﾞ･ｻｰｸﾙﾌﾟﾗｻﾞ)電力量,ﾃﾆｽｺｰﾄ電力量,53号館(屋上)電力量,超伝導実験棟電力量,72号館電力量,体育館(空調)電力量,55号館電力量,70･71号館電力量 ,武道体育館電力量,25号館電力量,14号館方面電力量,その他電力量,不言実行館電力量,外気温度,外気湿度
2018-04-01 00:00:00,696,268,221,133,172,10,59,24,4,29,68,34,7,15,50,36,60,24,11,4,7,13,2,28,10,3,30,34,3,1,20,32,11,156,81,50,3,NA,1,0,0,3,0,5,0,0,0,17,12,2,21,24,29,8,26.3,140
2018-04-01 01:00:00,701,268,229,133,171,10,59,24,4,29,73,37,8,17,52,36,60,24,11,5,7,13,3,29,10,4,31,36,3,1,22,34,11,154,80,51,3,NA,1,0,0,4,0,5,0,1,0,17,13,2,22,24,32,8,24.700000000000003,144
2018-04-01 02:00:00,698,266,228,133,173,9,59,23,4,33,72,36,8,15,53,37,60,23,12,4,7,13,3,29,9,4,31,35,3,2,20,32,10,153,80,48,3,NA,1,0,0,4,0,6,0,1,0,17,12,3,21,26,29,8,24,141
2018-04-01 03:00:00,730,263,239,151,169,9,59,37,4,29,72,35,7,15,51,35,59,23,11,5,8,13,3,29,11,4,48,35,3,1,20,33,12,154,83,47,3,NA,1,0,0,4,0,5,0,1,0,17,13,2,19,24,30,10,23.5,133
2018-04-01 04:00:00,718,264,234,152,171,10,58,29,4,29,74,37,8,14,51,35,61,23,11,5,7,13,3,29,10,3,51,35,3,2,19,31,11,153,81,45,3,NA,2,0,0,3,0,6,0,1,0,18,13,3,20,23,29,8,22.8,130
2018-04-01 05:00:00,686,261,233,123,173,10,59,24,5,29,72,42,8,15,52,37,61,23,12,4,8,13,2,29,10,4,20,36,4,1,20,33,11,150,81,46,2,NA,1,0,0,4,0,5,0,0,0,17,12,2,21,24,31,8,22.1,136
2018-04-01 06:00:00,679,279,245,98,174,9,60,28,6,35,75,36,7,18,52,35,61,25,11,5,8,14,3,29,11,5,0,37,3,2,19,33,11,164,96,45,3,NA,1,0,0,4,0,6,0,1,0,17,13,4,20,23,29,7,21.8,138
2018-04-01 07:00:00,665,303,256,81,174,8,59,50,6,30,71,34,9,18,54,32,63,25,12,4,8,13,3,29,11,4,0,34,3,1,18,44,24,165,94,49,3,NA,1,0,0,3,0,5,0,1,0,14,26,5,17,19,38,5,24.6,127
2018-04-01 08:00:00,612,308,231,51,175,6,61,27,7,30,65,35,9,20,55,28,67,25,12,5,7,14,3,29,9,4,0,37,3,2,16,58,19,167,94,46,3,NA,2,0,0,4,0,12,0,1,0,13,21,11,18,17,47,1,28.8,109
2018-04-01 09:00:00,578,307,229,32,173,6,62,25,6,29,62,40,9,18,55,26,67,25,11,5,7,11,3,30,12,3,0,35,4,1,14,54,24,175,94,56,3,NA,1,0,0,4,0,13,0,1,0,10,24,16,14,12,36,0,31.9,104
2018-04-01 10:00:00,576,313,241,19,166,5,63,41,7,29,61,38,10,17,54,23,66,22,12,5,8,11,3,29,10,3,0,37,3,1,15,59,21,173,91,57,3,NA,1,1,0,5,0,13,0,1,0,9,23,13,16,10,43,0,34.6,99
2018-04-01 11:00:00,560,312,237,15,167,5,61,30,7,30,59,43,10,19,56,21,67,20,11,4,8,11,3,29,10,4,0,36,4,2,17,54,16,181,95,62,3,NA,1,1,0,5,0,11,0,1,0,9,18,12,16,8,38,0,37.3,91
2018-04-01 12:00:00,566,318,230,17,170,6,62,25,6,29,58,41,10,19,57,22,70,23,12,5,7,11,3,30,9,3,0,33,4,1,9,58,15,186,98,64,4,NA,2,0,0,5,0,11,0,1,0,10,16,12,11,10,43,0,42.400000000000006,79
2018-04-01 13:00:00,581,317,232,25,171,7,62,25,6,29,61,45,9,19,56,23,69,22,11,5,8,12,3,30,10,3,0,36,3,2,14,60,15,181,92,63,4,NA,1,0,0,6,0,11,0,1,0,9,16,5,14,11,51,0,44.900000000000006,74
2018-04-01 14:00:00,641,320,253,47,176,8,67,39,6,30,65,43,10,20,58,25,70,22,12,4,7,12,3,30,11,3,0,37,3,1,15,60,13,188,96,64,3,NA,1,1,0,5,0,12,0,0,0,12,15,3,16,16,53,1,44.5,73
2018-04-01 15:00:00,657,324,253,67,178,10,64,33,6,29,71,36,9,26,57,29,70,23,12,5,8,14,3,29,10,4,0,35,3,2,22,57,15,189,95,66,4,NA,1,1,0,6,0,11,0,1,0,14,15,3,23,19,49,3,43.8,75
2018-04-01 16:00:00,679,324,248,86,179,10,61,25,6,28,75,41,10,24,54,33,67,23,11,4,8,16,3,30,10,3,0,37,4,1,19,54,14,189,95,64,4,NA,1,0,0,6,1,11,0,1,0,15,15,5,19,21,47,8,42.900000000000006,79
2018-04-01 17:00:00,701,331,248,105,183,11,61,24,8,27,76,43,8,23,56,36,69,22,13,5,7,17,3,29,10,3,0,35,3,2,23,54,14,194,95,66,3,NA,2,0,0,6,0,11,0,1,0,16,16,13,24,24,37,10,40.1,99
2018-04-01 18:00:00,737,424,255,120,182,13,64,32,9,29,76,38,11,22,54,37,67,23,11,5,8,19,3,29,14,6,0,34,3,2,30,136,13,182,91,66,3,NA,1,1,0,10,3,7,0,1,0,17,14,11,30,25,112,9,36.400000000000006,114
2018-04-01 19:00:00,734,403,256,127,183,11,63,35,9,28,76,34,12,20,56,37,66,23,12,6,8,18,3,29,14,8,1,34,3,3,30,134,13,180,89,64,3,NA,1,2,0,10,5,7,0,2,0,17,14,10,31,25,106,8,34.6,127
2018-04-01 20:00:00,720,336,242,124,181,12,62,25,10,28,76,36,11,21,54,36,67,24,12,6,8,20,3,29,13,8,1,34,4,2,30,70,12,175,89,62,3,NA,1,3,0,9,1,5,0,1,0,17,14,13,30,25,46,9,33.1,135
2018-04-01 21:00:00,740,317,239,149,179,11,60,24,9,28,76,32,12,16,52,36,66,25,12,6,8,17,3,29,14,8,27,37,3,2,28,56,12,168,87,58,4,NA,2,4,0,8,0,5,0,0,0,17,14,5,29,25,40,10,32.6,138
2018-04-01 22:00:00,717,290,234,139,176,11,59,31,7,29,74,32,9,16,52,36,64,24,11,4,8,16,3,29,12,4,30,36,3,2,22,40,12,164,82,57,2,NA,1,5,0,4,0,5,0,1,0,17,13,5,23,25,28,8,31.8,139
2018-04-01 23:00:00,713,288,241,136,175,11,57,38,4,29,74,31,9,15,52,36,62,25,12,5,8,15,3,28,11,4,30,36,4,2,22,41,11,163,84,55,3,NA,1,2,0,4,0,4,0,0,0,17,13,3,22,25,32,8,30.5,142
2018-04-02 00:00:00,691,267,222,132,174,9,55,23,4,29,73,30,7,15,51,35,61,25,11,4,6,13,2,29,10,3,30,37,2,1,20,31,10,158,81,53,2,NA,1,3,0,3,0,4,0,0,0,16,12,2,21,25,25,7,29.7,145
2018-04-02 01:00:00,698,276,224,133,174,10,56,23,4,32,73,32,8,16,51,36,61,26,12,5,8,13,3,29,10,4,29,33,2,2,21,40,12,157,80,53,3,NA,1,3,0,4,0,5,0,1,0,17,13,2,21,28,35,9,29,149
2018-04-02 02:00:00,699,266,226,133,175,9,57,26,4,27,73,34,8,15,52,36,61,25,11,5,7,12,3,29,10,4,31,37,3,1,20,31,12,158,81,55,3,NA,1,3,0,4,0,4,0,0,0,17,14,3,20,27,24,9,28.5,151
2018-04-02 03:00:00,708,275,239,132,173,10,56,38,4,30,74,32,7,15,50,35,61,27,12,4,7,13,3,29,10,3,30,34,4,2,20,34,11,161,84,53,3,NA,2,2,0,4,0,5,0,1,0,16,12,2,21,26,30,8,27.3,152
2018-04-02 04:00:00,693,271,221,134,176,10,56,23,4,29,73,33,8,14,52,37,61,24,11,5,8,13,3,30,11,4,31,35,3,1,20,31,11,164,87,55,3,NA,1,2,0,3,0,4,0,1,0,17,14,3,20,26,26,7,27.5,145
2018-04-02 05:00:00,679,287,236,107,177,9,57,25,5,28,73,39,8,18,51,36,62,27,11,4,8,13,3,29,10,3,4,37,3,2,20,35,11,175,99,52,3,NA,1,1,0,4,0,5,0,1,0,17,12,2,21,25,31,9,27.6,140
2018-04-02 06:00:00,694,287,251,100,173,9,57,41,6,30,75,36,8,18,52,34,62,25,12,5,8,13,3,29,11,3,0,34,3,1,21,30,13,176,99,51,3,NA,1,2,0,4,0,4,0,0,0,18,15,3,22,26,25,10,26.3,151
2018-04-02 07:00:00,758,407,279,132,179,9,59,60,9,31,72,35,8,24,52,35,66,26,11,5,8,16,3,30,10,34,0,36,3,3,26,120,16,188,100,61,5,NA,2,2,0,3,0,6,0,3,80,17,15,2,26,24,34,10,28.8,142
2018-04-02 08:00:00,958,484,352,201,193,10,64,60,24,34,71,47,19,58,58,35,72,27,19,12,10,26,3,31,11,59,0,35,2,2,33,151,26,215,121,65,5,NA,1,30,0,6,0,9,0,3,84,16,26,6,33,24,28,18,32.6,123
2018-04-02 09:00:00,1255,575,468,378,218,12,72,91,32,40,85,76,22,83,62,36,88,31,28,50,24,35,3,33,16,72,0,36,19,3,53,143,33,285,183,64,5,NA,1,36,0,10,0,13,0,4,56,19,32,9,54,26,32,39,36.400000000000006,112
2018-04-02 10:00:00,1301,612,491,374,242,12,80,77,30,44,108,85,20,84,73,37,102,30,25,60,24,49,4,35,14,57,0,36,12,5,68,132,35,328,227,66,5,NA,1,35,0,13,0,11,0,4,32,18,33,15,67,34,41,37,39.6,101
2018-04-02 11:00:00,1339,635,515,361,261,12,81,77,32,46,110,96,23,89,83,36,109,32,25,71,24,49,3,34,15,63,0,36,8,3,91,116,37,354,246,71,7,NA,2,34,0,12,0,14,5,5,0,15,34,15,86,38,55,33,43.400000000000006,84
2018-04-02 12:00:00,1349,638,550,344,263,14,80,106,28,49,111,99,20,92,83,36,109,32,22,71,22,49,3,33,18,61,0,38,7,4,114,113,40,333,224,73,7,NA,1,34,0,12,0,8,6,6,0,17,37,15,109,35,55,34,49.3,67
2018-04-02 13:00:00,1334,633,544,329,260,15,87,87,31,54,117,102,22,88,84,38,102,33,22,72,25,49,3,35,18,38,0,37,5,3,107,112,42,329,212,77,7,NA,2,35,0,12,0,12,6,7,0,19,36,15,100,38,51,36,50.400000000000006,67
2018-04-02 14:00:00,1330,647,525,321,262,17,91,83,31,53,115,95,21,85,82,39,106,33,18,71,23,42,3,33,16,35,0,36,7,4,106,123,46,322,197,81,6,NA,1,35,0,13,1,11,7,13,0,25,35,19,99,41,58,46,50.8,62
2018-04-02 15:00:00,1378,607,554,337,270,17,93,90,31,55,124,97,20,90,81,47,104,36,16,71,22,32,3,33,16,40,0,38,6,2,82,116,51,319,183,78,9,NA,2,28,0,12,0,13,5,16,0,34,37,18,76,48,60,52,49.900000000000006,64
2018-04-02 16:00:00,1300,581,536,300,256,17,94,66,33,53,136,99,20,87,70,49,100,36,15,58,21,29,4,34,19,13,4,37,6,4,96,108,35,308,184,76,10,NA,1,24,0,11,1,11,6,3,0,25,33,18,92,52,56,49,48.1,71
2018-04-02 17:00:00,1152,526,496,217,245,17,88,64,30,47,127,84,18,81,70,46,93,34,12,21,8,27,3,33,25,3,11,37,3,3,67,107,31,284,173,73,6,NA,1,25,0,11,0,8,4,4,0,22,30,23,62,47,51,37,45.6,75
2018-04-02 18:00:00,1071,566,440,194,230,17,90,74,26,45,115,59,20,60,65,47,86,34,12,22,7,25,3,30,15,6,13,39,3,3,52,185,27,246,141,71,5,NA,2,29,0,13,4,8,0,3,0,20,27,21,52,41,118,28,43.1,84
2018-04-02 19:00:00,967,530,357,185,227,16,86,53,25,42,87,50,19,39,62,48,81,33,12,16,7,27,3,29,15,8,14,36,4,3,44,195,25,225,123,70,6,NA,1,29,0,11,4,8,0,2,0,20,25,13,45,35,138,24,41.400000000000006,90
2018-04-02 20:00:00,876,481,314,153,221,15,80,45,19,37,83,46,18,27,59,47,81,33,13,6,7,25,3,30,15,7,2,35,2,3,34,180,20,200,106,65,4,NA,1,27,0,13,4,6,0,1,0,19,22,6,34,31,130,21,38.900000000000006,100
2018-04-02 21:00:00,830,419,277,163,208,15,71,38,14,34,80,38,13,18,56,42,74,34,12,6,7,21,4,29,15,8,24,37,3,3,30,136,17,193,103,64,4,NA,1,13,0,9,0,5,0,2,0,18,18,5,31,27,111,17,37.400000000000006,108
2018-04-02 22:00:00,768,311,260,147,192,14,67,47,8,30,73,38,9,15,54,36,70,31,12,5,7,18,3,29,14,4,27,35,3,2,26,52,13,176,88,61,4,NA,1,1,0,5,0,5,0,1,0,18,14,3,27,27,45,11,35.2,114
2018-04-02 23:00:00,730,297,237,139,192,12,58,29,6,32,70,37,9,17,53,36,68,31,11,4,7,18,2,29,11,4,28,35,3,2,25,37,13,173,87,61,3,NA,1,1,0,3,0,5,0,1,0,18,14,3,25,25,31,11,34.3,118
2018-04-03 00:00:00,712,287,234,134,182,11,57,28,4,29,73,34,7,17,53,35,64,28,12,4,6,14,2,28,10,3,28,36,3,1,23,38,11,168,83,60,2,NA,0,0,0,3,0,5,0,0,0,17,13,2,24,23,36,9,32.8,123
2018-04-03 01:00:00,713,277,236,133,180,11,57,28,4,27,78,35,8,16,51,36,65,28,12,5,6,15,3,29,9,4,29,35,3,2,22,30,12,167,81,61,3,NA,1,0,0,4,0,4,0,1,0,18,14,2,22,24,27,8,31.700000000000003,126
2018-04-03 02:00:00,730,286,255,133,182,11,55,47,4,28,77,35,8,17,51,36,65,29,12,6,7,13,3,29,10,3,28,35,3,1,23,34,13,171,86,60,3,NA,1,0,0,4,0,6,0,1,0,18,13,3,23,24,32,7,30.3,132
2018-04-03 03:00:00,708,276,236,132,177,11,57,29,4,29,77,34,8,16,50,36,63,27,11,5,7,14,3,28,9,4,29,37,3,2,22,30,11,165,84,56,3,NA,1,0,0,4,0,4,0,0,0,17,14,2,23,23,27,9,29.8,133
2018-04-03 04:00:00,710,284,236,133,180,10,56,29,5,28,77,34,7,17,52,36,62,28,12,6,6,14,3,28,10,3,28,34,3,1,22,34,12,170,90,57,3,NA,1,0,0,3,0,5,0,1,0,18,13,3,23,25,31,9,29,137
2018-04-03 05:00:00,689,287,246,108,179,11,56,29,4,30,77,40,8,18,52,36,64,27,12,6,6,13,2,30,10,4,3,36,3,2,24,33,12,172,89,58,3,NA,1,0,0,4,0,5,0,1,0,17,14,5,25,25,28,8,28.8,137
2018-04-03 06:00:00,706,295,264,98,178,11,57,44,6,30,79,38,8,22,52,35,63,27,11,6,7,13,3,28,9,3,0,35,3,2,27,38,12,171,91,56,3,NA,1,0,0,4,0,5,0,1,0,18,13,6,27,23,31,9,29,139
2018-04-03 07:00:00,703,320,287,84,180,9,56,64,7,30,78,36,9,22,54,32,67,27,13,6,6,14,3,29,8,3,0,35,2,2,45,30,15,179,93,60,4,NA,1,1,0,3,0,6,0,2,0,17,15,4,46,20,26,7,31.6,134
2018-04-03 08:00:00,893,398,351,148,191,10,61,57,19,34,79,49,13,60,55,33,75,26,17,14,8,21,4,31,11,24,0,36,3,2,51,45,27,216,124,66,3,NA,1,5,0,6,0,8,0,4,0,15,26,6,51,22,31,16,35.6,122
2018-04-03 09:00:00,1226,560,463,361,210,10,74,84,31,41,92,75,20,79,60,38,84,28,23,58,23,36,22,35,15,41,2,35,15,3,80,86,41,305,197,71,5,NA,1,16,0,10,0,9,0,6,0,22,38,16,80,32,45,47,37.900000000000006,115
2018-04-03 10:00:00,1272,621,487,371,231,12,78,89,34,41,91,82,19,85,68,38,92,31,24,74,24,35,24,37,15,41,0,37,7,3,77,111,43,338,213,69,5,NA,1,29,0,11,0,15,0,5,0,34,40,28,77,35,46,48,41.8,97
2018-04-03 11:00:00,1296,653,498,353,242,13,83,86,32,48,95,84,23,85,71,37,99,34,24,74,23,36,26,39,16,42,0,37,7,4,88,118,41,357,226,74,5,NA,1,28,0,11,0,14,0,4,0,34,40,28,87,37,53,46,45.2,86
2018-04-03 12:00:00,1318,649,529,361,243,13,80,104,33,47,98,85,22,96,68,38,101,34,22,65,23,40,38,41,15,48,0,38,6,3,104,117,47,345,221,78,6,NA,1,27,0,12,0,10,0,7,0,30,41,28,104,34,53,38,50.400000000000006,69
2018-04-03 13:00:00,1408,645,542,409,249,14,90,81,34,51,120,91,28,92,71,37,104,36,20,74,24,42,42,47,16,73,0,39,6,4,97,107,46,351,231,78,6,NA,2,28,0,11,0,13,0,6,0,20,42,28,98,41,42,37,52.1,65
2018-04-03 14:00:00,1419,574,556,392,256,15,91,94,32,52,135,78,27,94,73,38,107,36,19,70,23,41,42,44,15,71,0,39,6,3,83,97,44,316,195,78,6,NA,1,28,0,11,0,14,1,6,0,21,40,20,82,46,40,38,52.1,64
2018-04-03 15:00:00,1385,546,547,372,259,17,91,84,33,57,140,77,26,88,77,43,101,36,16,64,24,31,38,45,16,46,3,38,7,4,80,95,43,282,162,78,6,NA,2,27,0,11,0,11,0,6,0,23,39,19,79,47,41,44,51.1,63
2018-04-03 16:00:00,1339,527,518,360,260,17,91,68,32,53,138,74,24,83,73,47,103,36,15,49,22,27,31,40,18,39,17,39,5,4,78,89,38,280,160,81,7,NA,1,25,0,11,0,10,0,5,0,22,35,10,78,48,46,48,50.1,62
2018-04-03 17:00:00,1171,488,494,223,256,17,92,65,28,46,130,75,20,86,71,47,101,36,14,15,8,24,6,30,14,3,29,38,4,3,58,97,34,258,145,77,6,NA,1,21,0,10,0,9,1,4,0,21,32,7,59,44,62,39,48.3,72
2018-04-03 18:00:00,1104,491,453,199,250,17,88,69,27,40,123,62,21,68,70,48,93,37,12,12,8,24,5,30,14,6,28,36,3,2,54,109,32,246,142,72,5,NA,1,22,0,12,0,7,0,4,0,18,31,3,54,43,73,28,45.6,89
2018-04-03 19:00:00,958,464,355,178,233,15,82,45,23,38,99,48,20,40,66,47,84,35,13,11,7,24,4,30,14,8,15,35,3,3,53,117,25,225,122,72,5,NA,1,27,0,12,0,8,0,3,0,18,25,3,53,39,76,22,42.6,102
2018-04-03 20:00:00,885,422,324,154,220,15,79,39,18,37,95,41,16,39,61,46,78,33,12,7,7,22,3,29,13,7,5,36,3,2,48,108,21,195,102,66,4,NA,1,24,0,12,0,6,0,2,0,17,22,2,49,33,71,20,39.7,112
2018-04-03 21:00:00,850,356,294,169,204,13,70,44,16,34,91,35,12,22,57,42,72,33,13,7,7,20,3,29,13,8,28,35,3,3,37,69,18,185,94,64,5,NA,1,15,0,11,0,5,0,1,0,17,18,3,37,30,42,17,38.6,116
2018-04-03 22:00:00,763,304,260,146,192,13,68,41,10,29,82,32,9,16,56,36,64,33,11,6,7,16,3,28,10,3,27,36,4,2,25,40,13,175,87,64,3,NA,1,1,0,4,0,5,0,1,0,16,15,3,26,27,32,14,37.3,123
2018-04-03 23:00:00,725,296,237,140,183,13,58,30,6,29,78,29,9,18,53,36,64,30,12,7,7,17,3,29,9,4,28,34,3,2,25,39,12,171,85,61,4,NA,1,0,0,4,0,5,0,1,0,17,14,2,25,26,35,11,35.400000000000006,132
2018-04-04 00:00:00,705,280,228,135,179,11,55,28,4,28,73,31,7,16,52,35,62,27,12,6,6,14,2,29,8,3,27,36,2,1,22,30,12,169,85,59,NA,NA,0,0,0,3,0,5,0,0,0,16,14,2,22,26,27,10,33.6,138
2018-04-04 01:00:00,701,287,227,134,179,11,56,30,5,30,68,30,8,17,52,35,63,29,12,6,6,14,3,28,8,3,28,35,3,2,22,39,13,165,83,60,NA,NA,1,0,0,4,0,5,0,1,0,16,14,2,23,27,37,10,31.5,143
2018-04-04 02:00:00,708,285,234,134,177,10,56,43,5,28,67,29,8,17,51,35,61,28,12,6,7,13,3,28,9,4,28,34,3,1,22,37,12,166,85,59,NA,NA,1,0,0,4,0,5,0,1,0,16,14,2,23,26,35,10,30.8,145
2018-04-04 03:00:00,691,282,220,132,177,11,56,27,4,28,67,28,8,18,52,35,61,29,12,6,6,14,3,29,8,3,29,36,2,2,22,30,13,170,87,59,NA,NA,1,0,0,4,0,5,0,0,0,17,15,3,22,26,27,9,29.9,147
2018-04-04 04:00:00,691,284,219,131,176,11,56,26,4,29,67,30,7,18,51,36,61,28,12,6,6,13,3,28,9,4,28,34,3,1,21,34,12,169,87,58,NA,NA,1,0,0,4,0,5,0,1,0,16,13,3,22,25,31,8,29.6,143
2018-04-04 05:00:00,670,286,227,105,178,11,55,27,5,28,69,34,8,17,52,35,62,27,11,6,7,13,3,29,10,3,4,37,3,2,23,30,12,176,93,60,NA,NA,1,0,0,4,0,5,0,1,0,16,14,2,23,26,27,9,28.4,145
